15-10-24 00:00:24,82,10
15-10-24 00:01:24,82,10
15-10-24 00:02:24,82,10
15-10-24 00:03:25,83,9
15-10-24 00:04:25,82,10
15-10-24 00:05:25,82,10
15-10-24 00:06:25,82,10
15-10-24 00:07:25,81,10
15-10-24 00:08:25,80,10
15-10-24 00:09:25,81,10
15-10-24 00:10:25,82,9
15-10-24 00:11:25,81,10
15-10-24 00:12:25,81,9
15-10-24 00:13:26,81,9
15-10-24 00:14:26,82,9
15-10-24 00:15:26,81,10
15-10-24 00:16:26,80,9
15-10-24 00:17:26,79,10
15-10-24 00:18:27,81,9
15-10-24 00:19:27,79,10
15-10-24 00:20:27,79,10
15-10-24 00:21:27,77,10
15-10-24 00:22:27,78,10
15-10-24 00:23:28,77,11
15-10-24 00:24:28,78,9
15-10-24 00:25:28,79,9
15-10-24 00:26:28,79,9
15-10-24 00:27:28,79,9
15-10-24 00:28:28,77,10
15-10-24 00:29:29,78,9
15-10-24 00:30:29,77,10
15-10-24 00:31:29,78,9
15-10-24 00:32:29,76,10
15-10-24 00:33:29,76,10
15-10-24 00:34:30,77,9
15-10-24 00:35:30,77,9
15-10-24 00:36:30,76,10
15-10-24 00:37:30,75,10
15-10-24 00:38:31,76,10
15-10-24 00:39:31,77,9
15-10-24 00:40:31,75,9
15-10-24 00:41:31,74,10
15-10-24 00:42:31,75,9
15-10-24 00:43:31,74,10
15-10-24 00:44:32,75,9
15-10-24 00:45:32,76,9
15-10-24 00:46:32,76,9
15-10-24 00:48:29,75,9
15-10-24 00:51:51,75,9
15-10-24 00:52:51,75,9
15-10-24 00:53:52,73,10
15-10-24 00:54:52,75,9
15-10-24 00:55:52,75,9
15-10-24 00:56:52,74,9
15-10-24 00:59:25,74,9
15-10-24 01:01:05,73,9
15-10-24 01:02:29,73,9
15-10-24 01:03:49,73,9
15-10-24 01:14:40,69,10
15-10-24 01:15:40,68,11
15-10-24 01:16:41,69,11
15-10-24 01:18:48,66,11
15-10-24 01:23:14,68,10
15-10-24 01:28:53,64,13
15-10-24 01:29:53,68,10
15-10-24 01:30:53,67,10
15-10-24 01:32:21,65,12
15-10-24 01:33:21,64,11
15-10-24 01:41:14,66,11
