14-10-24 17:03:04,90,9
14-10-24 17:04:04,82,14
14-10-24 17:05:05,73,18
14-10-24 17:06:05,80,15
14-10-24 17:07:05,76,17
14-10-24 17:08:05,74,18
14-10-24 17:09:05,76,16
14-10-24 17:10:05,71,19
14-10-24 17:31:35,84,8
14-10-24 17:32:35,84,8
14-10-24 17:33:35,82,8
14-10-24 17:34:35,83,9
14-10-24 17:35:35,83,8
14-10-24 17:36:35,83,9
14-10-24 17:37:35,82,8
14-10-24 17:38:36,83,8
14-10-24 17:39:36,84,8
14-10-24 17:40:36,84,8
14-10-24 17:41:36,84,8
14-10-24 17:42:36,84,8
14-10-24 17:43:36,84,8
14-10-24 17:44:36,84,8
14-10-24 17:45:36,83,8
14-10-24 17:46:36,83,8
14-10-24 17:47:37,83,8
14-10-24 17:48:37,83,8
14-10-24 17:49:37,83,8
14-10-24 17:50:37,85,8
14-10-24 17:51:37,86,8
14-10-24 17:52:37,86,8
14-10-24 17:53:37,86,8
14-10-24 17:54:37,86,8
14-10-24 17:55:38,86,8
14-10-24 17:56:38,86,8
14-10-24 17:57:38,86,8
14-10-24 17:58:38,86,8
14-10-24 17:59:38,86,8
14-10-24 18:00:38,86,8
14-10-24 18:01:38,86,8
14-10-24 18:02:39,86,8
14-10-24 18:03:39,85,8
14-10-24 18:04:39,86,8
14-10-24 18:05:39,86,8
14-10-24 18:06:39,85,8
14-10-24 18:07:39,86,8
14-10-24 18:08:40,85,8
14-10-24 18:09:40,85,8
14-10-24 18:10:40,86,8
14-10-24 18:11:40,85,8
14-10-24 18:12:40,85,8
14-10-24 18:13:40,86,8
14-10-24 18:14:41,86,8
14-10-24 18:15:41,85,8
14-10-24 18:16:41,85,8
14-10-24 18:17:41,85,8
14-10-24 18:18:41,85,8
14-10-24 18:19:41,85,8
14-10-24 18:20:41,85,8
14-10-24 18:21:42,85,8
14-10-24 18:22:42,85,8
14-10-24 18:23:42,85,8
14-10-24 18:24:42,85,8
14-10-24 18:25:42,85,8
14-10-24 18:26:43,85,8
14-10-24 18:27:43,85,8
14-10-24 18:28:43,85,8
14-10-24 18:29:43,85,8
14-10-24 18:30:43,85,8
14-10-24 18:31:43,85,8
14-10-24 18:32:44,85,8
14-10-24 18:33:44,85,8
14-10-24 18:34:44,85,8
14-10-24 18:35:44,85,8
14-10-24 18:36:45,84,8
14-10-24 18:37:45,85,8
14-10-24 18:38:45,85,8
14-10-24 18:39:45,84,8
14-10-24 18:40:45,84,8
14-10-24 18:41:45,85,8
14-10-24 18:42:45,84,8
14-10-24 18:43:46,84,8
14-10-24 18:44:46,84,8
14-10-24 18:45:46,84,8
14-10-24 18:46:46,84,8
14-10-24 18:47:46,84,8
14-10-24 18:48:46,84,8
14-10-24 18:49:46,84,8
14-10-24 18:50:46,84,8
14-10-24 18:51:47,84,8
14-10-24 18:52:47,84,8
14-10-24 18:53:47,84,8
14-10-24 18:54:47,84,8
14-10-24 18:55:47,83,8
14-10-24 18:56:47,83,8
14-10-24 18:57:48,84,8
14-10-24 18:58:48,84,8
14-10-24 18:59:48,84,8
14-10-24 19:00:48,83,8
14-10-24 19:01:48,83,8
